Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction Rating
Female,59,Returning,Business,Business,802,0,14,2,2,5,5,2,4,5,4,4,2,4,2,4,4,Satisfied
Male,35,First-time,Business,Business,802,0,2,1,1,3,1,3,4,4,2,4,4,4,2,4,3,Neutral
Male,43,Returning,Business,Business,802,0,0,1,1,3,2,1,3,2,2,3,2,3,3,3,3,Dissatisfied
Male,53,Returning,Business,Business,3357,0,0,2,2,3,3,2,2,3,2,1,5,2,2,2,2,Dissatisfied
Female,27,First-time,Business,Business,802,0,0,3,3,3,3,4,3,1,3,1,1,3,4,1,3,Neutral
Female,29,Returning,Business,Business,3044,0,0,5,3,3,5,3,3,4,4,4,4,4,3,4,5,Satisfied
Female,43,First-time,Business,Economy,402,0,0,0,3,5,3,1,4,2,1,2,2,2,2,2,4,Dissatisfied
Male,40,Returning,Business,Business,402,0,0,3,3,2,3,3,5,3,5,5,5,5,3,5,5,Satisfied
Female,16,Returning,Personal,Economy,802,0,0,5,1,4,1,4,3,4,2,4,4,1,2,4,3,Neutral
Female,23,Returning,Personal,Economy,825,0,0,3,3,3,3,4,4,1,1,1,1,4,3,1,4,Neutral
Male,44,Returning,Personal,Economy,825,0,0,5,4,4,4,3,4,3,5,3,3,4,4,3,5,Satisfied
Male,51,Returning,Personal,Economy,825,0,0,4,3,4,3,1,3,5,3,5,5,5,3,5,5,Satisfied
Male,25,Returning,Personal,Economy,825,0,0,5,4,5,4,4,3,4,3,4,4,5,4,4,5,Satisfied
Male,40,First-time,Business,Business,802,11,4,4,4,4,4,1,3,2,2,2,2,5,4,2,4,Neutral
Female,17,First-time,Business,Economy,802,0,0,4,4,4,4,5,4,4,5,4,4,5,4,4,5,Satisfied
Female,45,Returning,Business,Business,825,2,0,1,5,1,4,5,1,4,1,2,3,1,1,1,1,Dissatisfied
Female,41,Returning,Business,Business,802,0,0,4,3,4,4,3,5,5,4,4,2,5,3,5,5,Satisfied
Male,55,Returning,Business,Business,3433,0,0,5,5,4,4,5,5,5,4,4,5,5,5,5,5,Very Satisfied
Female,42,Returning,Personal,Economy Plus,802,74,74,3,2,4,5,1,5,1,2,4,3,5,3,5,5,Neutral
Male,51,Returning,Personal,Economy Plus,825,0,0,5,3,5,3,5,3,4,3,4,4,5,2,4,4,Satisfied
Male,39,First-time,Business,Business,1250,0,0,1,1,4,1,2,4,1,5,1,1,4,1,1,4,Dissatisfied
Male,54,Returning,Business,Business,2718,0,0,1,3,5,4,1,4,5,4,5,3,4,1,4,4,Neutral
Female,21,First-time,Business,Economy,1250,14,0,3,3,3,3,3,5,1,2,1,1,5,4,1,4,Neutral
Male,52,Returning,Business,Business,1517,43,17,4,4,1,3,4,2,3,1,2,5,2,2,2,2,Neutral
Male,17,Returning,Personal,Economy,1250,11,12,2,3,3,3,3,2,1,3,1,1,4,3,1,3,Dissatisfied
Female,54,Returning,Personal,Economy,1250,123,120,1,4,3,2,2,4,2,4,3,3,4,4,4,4,Neutral
Female,47,Returning,Business,Business,2262,0,8,4,4,2,4,4,3,3,3,3,5,3,3,3,3,Neutral
Female,55,Returning,Business,Business,590,62,67,1,1,3,5,1,4,4,4,5,3,4,1,4,4,Neutral
Male,52,First-time,Business,Business,590,5,0,3,3,3,3,5,4,5,3,5,5,4,3,5,4,Satisfied
Male,41,Returning,Business,Business,590,45,50,2,2,5,5,2,5,4,5,3,3,5,2,5,5,Satisfied
Female,24,First-time,Business,Business,590,0,0,1,4,4,4,4,3,3,2,3,3,5,4,3,4,Neutral
Male,40,Returning,Business,Business,821,18,19,2,2,5,5,2,3,4,2,4,5,3,2,3,3,Neutral
Male,52,Returning,Business,Business,821,18,18,5,4,3,5,5,5,5,5,4,5,5,5,5,5,Very Satisfied
Male,51,Returning,Business,Business,3183,13,11,2,2,5,5,2,5,5,5,5,3,5,2,5,5,Satisfied
Female,43,Returning,Business,Business,1895,0,0,2,2,4,3,2,1,4,1,2,1,1,1,1,1,Dissatisfied
Male,56,Returning,Business,Business,2204,55,49,1,1,5,4,1,4,5,4,4,4,4,1,4,4,Neutral
Male,26,First-time,Business,Business,821,0,0,5,5,4,4,3,3,3,4,3,3,5,5,3,5,Satisfied
Female,31,Returning,Business,Business,2146,0,15,5,5,3,4,5,5,5,5,5,5,4,5,5,4,Very Satisfied
Female,56,Returning,Business,Business,853,0,0,3,1,4,5,3,4,5,4,3,4,4,3,4,4,Satisfied
Male,53,Returning,Business,Business,853,0,0,2,2,5,4,2,4,5,4,4,4,4,2,4,4,Satisfied
Female,60,Returning,Business,Business,2180,0,12,1,1,5,4,1,3,4,3,4,5,3,1,3,3,Neutral
Male,26,First-time,Business,Business,821,10,5,2,2,5,2,3,4,4,5,4,4,4,2,4,4,Satisfied
Male,22,Returning,Business,Business,3206,41,133,2,2,5,5,2,2,5,5,5,5,4,2,4,4,Satisfied
Male,30,First-time,Business,Business,821,25,36,4,4,4,4,1,5,4,4,3,3,4,4,3,5,Satisfied
Female,59,Returning,Business,Business,2160,0,9,2,2,3,4,2,4,4,4,5,2,4,2,4,4,Neutral
Female,25,Returning,Business,Business,3380,2,3,1,1,4,5,1,3,5,4,5,5,5,1,5,5,Satisfied
Female,44,Returning,Business,Business,821,0,0,1,1,3,4,1,5,4,5,3,2,5,1,5,5,Neutral
Female,25,First-time,Business,Business,821,0,0,5,5,4,5,3,3,5,3,5,5,5,5,5,5,Very Satisfied
Female,29,First-time,Business,Business,853,0,10,2,2,3,2,3,2,1,5,1,1,3,2,1,3,Dissatisfied
Female,60,Returning,Business,Business,821,2,0,1,3,1,3,1,2,4,2,3,1,2,2,2,2,Dissatisfied
Female,21,First-time,Business,Business,853,0,0,1,3,1,3,3,2,3,4,3,3,3,2,3,3,Neutral
Male,42,Returning,Business,Business,3109,0,8,1,1,1,3,1,2,4,2,3,2,2,2,2,2,Dissatisfied
Male,49,Returning,Business,Business,821,0,7,3,3,4,2,3,2,3,2,2,1,2,2,2,2,Dissatisfied
Male,59,Returning,Business,Business,3674,0,0,2,2,3,5,2,4,5,4,4,2,4,2,4,4,Neutral
Male,21,First-time,Business,Business,821,0,3,0,4,4,4,2,5,5,3,5,5,4,4,5,4,Satisfied
Female,25,First-time,Business,Business,821,19,3,1,3,4,3,3,2,2,2,2,2,4,3,2,4,Neutral
Female,31,Returning,Business,Business,3845,0,0,1,1,4,5,1,5,5,4,5,5,4,1,5,4,Satisfied
Female,39,Returning,Business,Business,821,12,32,3,3,1,4,3,1,4,1,3,1,1,1,1,1,Dissatisfied
Male,56,Returning,Business,Business,3344,16,4,2,1,5,5,2,4,5,4,3,2,4,2,4,4,Neutral
Male,47,Returning,Business,Business,3954,9,0,3,3,2,3,3,1,3,1,3,1,1,1,1,1,Dissatisfied
Male,46,Returning,Business,Business,3293,0,5,4,4,1,4,4,2,3,2,3,2,2,2,2,2,Neutral
Male,51,Returning,Business,Business,821,0,9,3,4,4,3,4,3,3,3,2,4,3,3,3,3,Neutral
Male,44,Returning,Business,Economy,453,0,0,1,5,5,4,1,2,4,3,4,4,2,4,4,3,Neutral
Female,37,First-time,Business,Economy,421,5,15,3,5,1,5,3,5,2,2,2,2,3,5,2,1,Neutral
Male,26,First-time,Business,Economy,421,0,0,5,3,1,3,2,4,1,4,1,1,4,3,1,1,Dissatisfied
Female,40,Returning,Business,Economy,421,0,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,Satisfied
Male,37,Returning,Personal,Economy,821,0,0,5,2,3,2,1,4,5,2,5,5,4,2,5,4,Satisfied
Female,57,Returning,Personal,Economy,853,0,9,5,4,4,4,3,4,4,4,3,3,4,4,4,4,Satisfied
Female,22,Returning,Personal,Economy,853,0,0,2,3,4,3,2,2,2,4,2,2,3,2,2,2,Neutral
Male,16,Returning,Personal,Economy,853,0,0,5,3,5,3,1,5,2,3,2,2,5,3,2,4,Neutral
Female,35,Returning,Personal,Economy,821,0,6,5,1,3,1,3,4,2,4,3,3,4,1,3,5,Neutral
Male,27,Returning,Personal,Economy,821,0,12,4,2,5,2,2,3,3,5,3,3,4,2,3,5,Neutral
Female,58,Returning,Personal,Economy,821,0,0,4,3,2,4,4,4,3,3,4,2,4,3,4,4,Neutral
Male,8,Returning,Personal,Economy,821,18,13,1,2,4,2,4,2,1,5,1,1,4,2,1,4,Dissatisfied
Male,9,Returning,Personal,Economy,853,23,17,1,1,3,1,2,4,4,5,2,2,2,1,2,3,Dissatisfied
Male,68,Returning,Personal,Economy,853,27,36,2,1,3,1,4,1,4,2,4,4,4,1,4,3,Neutral
Female,30,Returning,Personal,Economy,821,9,8,5,3,4,3,5,4,5,5,5,5,1,3,5,2,Satisfied
Male,56,Returning,Personal,Economy,853,0,0,4,3,3,3,1,3,1,4,1,1,4,3,1,5,Neutral
Female,33,Returning,Personal,Economy,821,0,0,3,4,3,4,4,4,4,5,4,4,3,3,4,3,Satisfied
Female,25,Returning,Business,Business,853,0,12,5,5,4,4,5,5,4,5,4,4,5,5,4,5,Very Satisfied
Male,57,Returning,Business,Business,821,31,30,2,2,1,4,2,2,3,2,2,3,2,2,2,2,Dissatisfied
Female,7,Returning,Personal,Economy Plus,853,0,0,5,1,4,1,2,3,5,2,5,5,4,2,5,5,Satisfied
Female,37,Returning,Personal,Economy Plus,821,0,15,5,3,2,3,3,3,4,4,5,5,1,4,5,1,Neutral
Female,51,Returning,Personal,Economy Plus,821,23,10,5,2,5,5,4,2,4,2,4,2,2,2,2,2,Neutral
Male,16,Returning,Personal,Economy Plus,821,0,0,3,2,3,2,3,4,5,1,5,5,2,2,5,2,Neutral
Male,50,Returning,Business,Business,102,23,24,4,4,4,5,4,4,4,4,5,2,4,4,4,5,Satisfied
Female,43,Returning,Business,Business,102,0,0,2,2,4,4,2,5,5,5,4,4,5,2,5,5,Satisfied
Female,39,First-time,Business,Business,247,42,96,2,2,5,2,4,4,5,4,5,5,4,2,5,4,Satisfied
Male,27,First-time,Business,Business,113,0,0,4,4,4,4,5,3,2,2,5,5,4,4,5,5,Satisfied
Male,40,Returning,Business,Business,229,0,0,5,5,5,4,5,5,5,5,4,5,5,5,5,5,Very Satisfied
Male,24,First-time,Business,Economy,134,14,14,3,5,4,5,3,5,5,4,5,5,5,5,5,4,Very Satisfied
Female,39,Returning,Business,Business,1869,0,0,2,2,3,4,2,5,4,5,3,5,5,2,5,5,Satisfied
Female,33,First-time,Business,Business,113,0,0,3,3,3,3,5,4,5,5,5,5,4,3,5,5,Satisfied
Female,42,Returning,Business,Business,1924,13,7,2,2,5,5,2,4,4,4,4,5,4,2,4,4,Satisfied
Female,35,Returning,Business,Business,164,33,29,5,5,5,4,5,5,5,5,5,2,5,5,5,5,Very Satisfied
Female,53,Returning,Business,Business,2366,0,0,2,2,5,4,2,4,4,4,3,4,4,2,4,4,Neutral
Male,49,Returning,Business,Business,3770,0,0,1,1,5,5,1,5,4,5,4,4,5,1,5,4,Satisfied
Male,50,Returning,Business,Business,482,0,3,4,4,5,5,4,4,5,4,5,3,4,4,4,4,Satisfied
Male,50,Returning,Business,Business,3579,25,22,1,1,5,4,1,4,4,5,5,4,4,1,4,4,Neutral
Male,43,Returning,Business,Business,2169,0,0,3,3,4,5,3,5,4,4,3,5,5,3,5,5,Satisfied
Female,39,Returning,Business,Business,2895,27,30,3,2,5,4,3,5,5,5,3,4,5,3,5,5,Satisfied
Male,53,Returning,Business,Business,2235,0,3,3,3,4,4,3,4,5,4,5,5,4,3,4,4,Satisfied
Female,54,Returning,Business,Business,3628,14,6,4,4,3,5,4,4,5,4,3,3,4,4,4,4,Satisfied
Male,41,First-time,Business,Business,309,0,0,1,1,4,5,4,5,5,3,5,5,4,5,5,5,Satisfied
Female,42,Returning,Business,Business,247,0,0,3,3,3,4,3,5,5,5,3,4,5,3,5,5,Satisfied
Female,56,Returning,Business,Business,102,34,31,4,5,4,4,5,4,4,4,4,3,4,5,4,4,Satisfied
Female,46,Returning,Business,Business,1987,70,66,3,3,5,4,3,4,4,4,3,3,4,3,4,4,Satisfied
Female,58,Returning,Business,Business,3442,13,16,4,4,4,5,4,5,5,5,3,5,5,4,5,4,Satisfied
Male,43,Returning,Business,Business,102,0,0,1,1,5,5,1,5,4,5,5,5,5,1,5,4,Satisfied
Female,58,Returning,Business,Business,2759,59,51,2,2,3,5,2,4,4,4,4,2,4,2,4,4,Neutral
Female,54,Returning,Business,Business,2722,0,0,4,4,4,5,4,4,4,4,5,3,4,4,4,4,Satisfied
Male,69,Returning,Business,Business,2848,0,0,3,3,3,4,3,4,4,4,3,3,4,3,4,4,Satisfied
Female,27,First-time,Business,Business,102,0,0,2,2,3,2,3,5,1,4,1,1,5,2,1,5,Neutral
Male,58,Returning,Business,Business,3432,0,0,1,4,4,5,4,4,5,4,4,2,4,4,4,4,Satisfied
Female,52,Returning,Business,Business,1954,0,0,3,3,5,5,3,5,5,5,3,3,5,3,5,5,Satisfied
Male,52,Returning,Business,Business,1938,0,31,5,5,4,5,5,4,5,4,3,3,4,5,4,4,Satisfied
Male,49,Returning,Business,Business,134,0,0,4,4,3,4,4,4,5,4,5,2,4,4,4,5,Satisfied
Female,35,Returning,Business,Business,140,3,5,1,1,4,4,1,3,4,4,5,2,3,1,3,4,Neutral
Female,54,Returning,Business,Business,3325,0,0,5,5,4,5,5,5,5,5,5,4,5,5,5,5,Very Satisfied
Male,35,Returning,Business,Business,3838,0,3,1,5,2,4,1,3,3,3,3,1,3,3,3,3,Neutral
Female,26,First-time,Business,Business,158,0,1,3,2,1,2,4,3,3,3,3,3,4,2,3,4,Neutral
Male,52,Returning,Business,Business,134,0,0,4,4,4,4,4,4,5,4,4,2,4,4,4,4,Satisfied
Male,38,First-time,Business,Business,164,0,0,4,4,5,4,3,4,2,4,1,1,4,4,1,5,Neutral
Female,36,Returning,Business,Business,1818,0,4,4,4,5,4,4,5,4,5,5,2,5,4,5,5,Satisfied
Male,42,Returning,Business,Business,3824,0,0,5,5,5,4,5,4,4,4,3,4,4,5,4,4,Satisfied
Female,39,Returning,Business,Business,1661,0,0,3,5,3,5,3,4,4,5,4,5,4,3,4,4,Satisfied
Male,39,Returning,Business,Business,102,0,0,5,4,1,3,4,2,3,1,2,2,2,4,2,4,Neutral
Male,59,Returning,Business,Business,309,48,55,2,2,2,2,2,3,2,3,4,3,3,3,3,3,Neutral
Male,36,First-time,Business,Business,134,0,0,1,1,4,1,1,4,4,2,4,4,4,2,4,5,Neutral
Female,32,Returning,Business,Business,164,0,0,4,4,4,1,4,1,2,1,1,1,4,2,1,4,Dissatisfied
Female,47,Returning,Business,Business,3169,0,0,5,5,2,2,5,2,2,2,1,1,2,2,2,2,Neutral
Male,48,Returning,Business,Business,229,39,45,5,5,2,3,5,1,4,1,2,4,1,1,1,1,Neutral
Male,57,Returning,Business,Business,3687,0,0,1,1,4,4,1,2,4,2,1,1,2,2,2,2,Dissatisfied
Male,58,Returning,Business,Business,158,0,0,2,2,3,4,2,1,4,1,2,2,1,2,1,2,Dissatisfied
Male,53,Returning,Business,Business,1822,0,0,1,4,3,2,4,1,3,1,3,1,1,2,1,2,Dissatisfied
Female,38,First-time,Business,Business,229,0,0,4,4,1,4,3,1,5,2,2,2,3,4,2,4,Neutral
Female,44,Returning,Business,Business,3915,0,0,2,2,3,3,2,4,2,3,4,5,4,1,4,1,Neutral
Female,36,Returning,Business,Business,2474,0,0,1,1,5,5,1,5,4,5,5,3,5,1,5,4,Satisfied
Female,48,Returning,Business,Business,270,0,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,Very Satisfied
Male,58,Returning,Business,Business,309,0,1,5,3,3,4,5,4,4,4,4,4,4,5,4,4,Satisfied
Male,36,Returning,Business,Business,140,88,85,2,2,1,3,2,1,4,1,2,2,1,3,1,3,Dissatisfied
Female,25,First-time,Business,Business,312,0,0,0,4,4,4,4,3,4,2,4,4,5,3,4,4,Satisfied
Male,42,Returning,Business,Business,3957,7,50,4,4,4,5,4,5,5,5,4,4,5,4,5,5,Very Satisfied
Female,30,First-time,Business,Business,270,0,0,2,2,5,2,1,5,2,3,2,2,5,1,2,5,Neutral
Female,51,Returning,Business,Business,3873,2,0,1,4,4,5,4,4,4,4,3,4,4,4,4,4,Satisfied
Female,39,Returning,Business,Business,1770,0,2,1,1,1,3,1,4,4,4,4,1,4,4,4,4,Neutral
Female,35,First-time,Business,Business,113,0,0,1,1,1,1,4,2,3,4,3,3,3,1,3,4,Dissatisfied
Female,40,Returning,Business,Business,1654,0,0,3,3,3,4,3,1,4,2,4,3,1,4,1,4,Neutral
Female,52,Returning,Personal,Business,309,6,16,5,2,3,5,5,2,4,2,4,2,2,2,2,2,Neutral
Female,24,Returning,Personal,Business,140,74,76,5,3,1,3,3,1,2,1,2,2,4,3,2,1,Dissatisfied
Female,46,Returning,Personal,Business,247,0,0,5,2,4,4,3,1,5,2,4,3,1,2,1,1,Neutral
Male,63,Returning,Personal,Business,102,0,0,4,4,1,3,3,2,5,4,4,3,2,4,2,2,Neutral
Female,27,Returning,Personal,Business,158,24,23,5,3,4,3,5,3,3,3,3,3,5,3,3,5,Satisfied
Male,53,Returning,Personal,Business,134,80,71,2,2,4,3,3,2,3,2,3,5,2,2,2,2,Neutral
Female,60,Returning,Personal,Business,396,0,0,5,1,5,5,3,2,1,1,2,3,2,1,2,3,Neutral
Male,46,Returning,Personal,Business,134,0,0,4,3,3,5,2,5,5,3,5,4,5,3,5,5,Satisfied
Female,63,Returning,Personal,Business,282,0,0,4,4,5,5,2,1,3,4,1,5,1,3,1,1,Neutral
Female,57,Returning,Personal,Business,134,6,7,3,4,4,3,2,2,5,4,4,3,2,4,2,4,Neutral
Female,66,Returning,Personal,Business,396,0,0,5,4,3,5,4,1,5,4,3,4,1,1,1,1,Neutral
Male,31,Returning,Personal,Business,229,0,0,5,5,4,5,4,3,5,2,5,5,5,5,5,4,Satisfied
Female,14,Returning,Personal,Business,309,0,0,4,3,1,3,4,3,5,5,5,5,1,3,5,2,Satisfied
Male,48,Returning,Personal,Business,247,27,32,5,5,4,5,1,3,4,5,4,3,3,5,3,3,Satisfied
Female,41,Returning,Business,Business,3060,0,0,4,4,4,4,4,5,5,5,4,4,5,4,5,5,Satisfied
Female,51,Returning,Business,Business,354,7,8,1,1,5,5,1,5,5,5,5,5,5,1,5,5,Satisfied
Male,48,Returning,Business,Business,2607,0,0,4,4,3,4,4,5,5,5,5,5,5,4,5,5,Very Satisfied
Male,42,First-time,Business,Business,282,0,0,4,4,5,4,3,5,3,3,3,3,4,4,3,5,Satisfied
Female,32,Returning,Business,Business,1804,0,0,2,2,3,5,2,5,4,2,5,5,4,2,5,4,Satisfied
Female,27,First-time,Business,Business,158,0,0,5,5,3,5,3,5,4,3,4,4,5,5,4,5,Satisfied
Male,55,Returning,Business,Business,134,0,0,4,4,3,4,4,4,4,4,4,2,4,4,4,4,Satisfied
Male,59,Returning,Business,Business,312,26,18,1,1,3,4,1,5,4,5,5,2,5,1,5,5,Neutral
Male,47,Returning,Business,Business,3145,51,34,5,5,4,5,5,5,5,5,3,4,5,5,5,5,Very Satisfied
Female,34,Returning,Business,Business,3310,1,1,5,5,4,5,5,5,5,5,3,2,5,5,5,5,Very Satisfied
Female,48,Returning,Business,Business,3945,0,18,5,5,5,4,5,5,4,5,5,3,5,5,5,5,Very Satisfied
Male,43,Returning,Business,Business,113,0,0,5,5,4,4,5,5,4,5,4,5,5,5,5,4,Very Satisfied
Male,59,Returning,Business,Business,134,0,10,1,1,3,4,1,4,4,4,5,2,4,1,4,5,Neutral
Male,41,Returning,Business,Business,2227,0,0,3,3,4,5,3,4,5,4,4,5,4,3,4,4,Satisfied
Female,53,Returning,Business,Business,102,0,1,1,1,4,5,1,4,5,4,3,2,4,1,4,4,Neutral
Female,44,Returning,Business,Business,2500,22,12,1,1,5,4,1,5,4,5,3,3,5,1,5,5,Neutral
Female,26,Returning,Business,Business,229,0,0,5,5,4,4,5,4,4,4,4,4,4,5,4,5,Satisfied
Female,30,Returning,Business,Business,396,0,0,1,1,4,4,1,4,5,3,5,5,5,1,5,4,Neutral
Female,48,Returning,Business,Business,102,0,0,3,3,5,4,3,4,4,5,3,5,4,3,4,4,Satisfied
Female,47,Returning,Business,Business,3730,0,0,5,5,5,4,5,4,5,4,5,4,4,5,4,4,Very Satisfied
Female,51,Returning,Business,Business,1568,0,0,5,5,5,5,5,4,4,4,5,3,4,5,4,5,Very Satisfied
Male,43,Returning,Business,Business,1634,0,0,2,3,4,5,3,5,4,5,4,5,5,3,5,4,Satisfied
Female,56,Returning,Business,Business,89,0,0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Neutral
Male,40,First-time,Business,Business,113,22,20,1,1,4,1,4,5,3,3,3,3,4,1,3,5,Neutral
Female,39,Returning,Business,Business,1681,0,0,4,4,4,4,4,5,5,5,5,5,5,4,5,5,Very Satisfied
Female,59,Returning,Business,Business,3517,0,0,1,1,3,5,1,5,5,5,4,5,5,1,5,5,Satisfied
Female,62,Returning,Business,Business,3490,22,19,3,3,5,4,3,4,5,4,3,2,4,3,4,5,Satisfied
Male,57,Returning,Business,Business,1595,63,73,3,3,4,5,3,5,5,5,5,3,5,3,5,5,Satisfied
Female,43,Returning,Business,Business,89,0,0,4,1,4,5,4,4,4,4,5,3,4,4,4,5,Satisfied
Male,28,First-time,Business,Business,309,0,11,4,4,3,4,1,5,1,3,1,1,5,4,1,4,Neutral
Female,37,First-time,Business,Business,164,0,0,4,4,3,4,4,4,1,5,1,1,4,4,1,5,Neutral
Male,55,Returning,Business,Business,134,0,0,1,1,4,5,1,4,5,4,4,4,4,1,4,4,Neutral
Female,30,Returning,Business,Business,482,0,0,1,1,4,5,1,3,5,3,5,5,5,1,5,4,Neutral
Female,34,Returning,Business,Business,2553,0,0,5,5,4,5,5,5,5,5,3,3,5,5,5,4,Very Satisfied
Male,48,Returning,Business,Business,354,15,23,1,1,3,4,1,4,5,4,5,3,4,1,4,4,Neutral
Male,48,Returning,Business,Business,89,19,16,4,4,4,4,4,4,5,4,5,4,4,4,4,4,Satisfied
Male,20,First-time,Business,Economy,164,0,1,0,2,4,2,3,3,2,4,2,2,5,2,2,4,Neutral
Female,51,Returning,Business,Business,2752,0,2,1,1,3,5,1,4,4,4,4,4,4,1,4,4,Neutral
Female,57,Returning,Business,Business,229,0,0,3,3,4,4,3,5,5,5,3,2,5,3,5,5,Satisfied
Male,57,Returning,Business,Business,2884,3,21,1,1,3,5,1,4,4,4,4,3,4,1,4,4,Neutral
Female,32,First-time,Business,Business,309,0,0,3,3,5,3,1,5,4,5,4,4,4,3,4,5,Satisfied
Female,59,Returning,Business,Business,3621,0,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,Satisfied
Female,34,Returning,Business,Business,3008,0,0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Very Satisfied
Female,41,Returning,Business,Business,164,9,0,1,1,5,5,1,4,5,4,3,2,4,1,4,5,Neutral
Female,49,Returning,Business,Business,3603,0,0,5,5,3,5,5,4,5,4,3,3,4,5,4,5,Satisfied
Female,57,Returning,Business,Business,2541,0,0,2,4,3,4,2,5,5,5,3,3,5,2,5,5,Satisfied
Male,48,Returning,Business,Business,2469,0,0,2,2,5,5,2,4,4,4,5,4,4,2,4,4,Satisfied
Female,38,Returning,Business,Business,354,16,3,1,1,4,5,1,4,4,4,4,2,4,1,4,4,Neutral
Male,38,Returning,Business,Business,3598,0,4,5,4,4,4,4,5,4,5,3,5,5,4,5,4,Satisfied
Male,39,Returning,Business,Business,2068,0,0,1,1,4,4,1,4,4,4,3,4,4,1,4,4,Neutral
Female,36,Returning,Business,Business,1709,0,0,2,2,5,4,2,5,4,5,3,5,5,2,5,5,Satisfied
Female,38,Returning,Business,Business,3690,0,0,4,4,3,4,4,4,4,4,3,4,4,4,4,5,Satisfied
Female,57,Returning,Business,Business,2241,0,0,1,1,3,4,1,4,5,5,3,4,4,1,4,4,Neutral
Female,52,Returning,Business,Business,354,0,0,1,1,3,5,1,4,4,4,3,2,4,1,4,4,Neutral
Female,40,Returning,Business,Business,134,0,0,3,3,3,5,3,5,4,5,3,3,5,3,5,4,Satisfied
Male,36,First-time,Business,Business,247,15,32,2,2,4,2,2,3,4,4,4,4,4,2,4,5,Neutral
Male,56,Returning,Business,Business,140,0,0,3,3,3,5,3,4,5,4,3,4,4,3,4,4,Satisfied
Male,41,Returning,Business,Business,134,0,0,5,5,4,4,5,3,4,4,4,2,3,5,3,5,Satisfied
Male,21,First-time,Business,Business,89,0,0,0,5,5,5,1,4,3,4,3,3,4,4,3,5,Satisfied
Male,57,Returning,Business,Business,247,0,0,5,5,3,5,5,3,5,4,4,4,3,5,3,3,Satisfied
Female,15,First-time,Business,Economy,247,0,0,0,2,5,2,3,5,4,5,4,4,5,2,4,5,Satisfied
Female,34,Returning,Business,Business,396,0,0,2,2,3,5,2,5,4,5,4,5,5,2,5,5,Satisfied
Female,50,Returning,Business,Business,2938,0,4,1,1,4,4,1,5,5,4,4,5,5,1,5,5,Satisfied
Female,59,First-time,Business,Business,158,0,0,2,2,3,2,1,5,1,3,1,1,4,2,1,5,Dissatisfied
Female,39,Returning,Business,Business,158,0,18,1,1,4,4,1,4,5,4,5,4,4,1,4,5,Neutral
Female,48,Returning,Business,Business,3418,0,1,3,3,5,4,3,3,5,4,3,4,3,3,3,4,Satisfied
Female,50,Returning,Business,Business,3425,3,0,4,5,3,5,4,5,4,5,4,3,5,4,5,5,Satisfied
Female,30,Returning,Business,Business,134,61,58,2,2,5,4,2,5,5,4,4,4,4,2,4,5,Satisfied
Female,55,Returning,Business,Business,1827,0,0,5,5,3,4,5,4,5,4,5,5,4,5,4,4,Satisfied
Male,38,First-time,Business,Business,134,6,1,4,4,3,4,1,3,2,2,2,2,5,4,2,4,Neutral
Female,49,Returning,Business,Business,134,0,0,3,3,3,4,3,5,5,5,4,4,5,3,5,4,Satisfied
Male,54,Returning,Business,Business,2526,0,0,5,5,4,5,5,4,4,4,4,4,4,5,4,4,Satisfied
Male,51,Returning,Business,Business,3462,0,0,4,4,5,5,4,4,4,4,5,4,4,4,4,4,Satisfied
Female,38,First-time,Business,Business,309,0,0,3,3,5,3,4,3,1,5,5,5,4,3,5,4,Satisfied
Male,32,First-time,Business,Business,309,0,0,3,3,3,3,2,5,4,4,4,4,5,3,4,5,Satisfied
Female,51,Returning,Business,Business,134,0,0,5,5,5,4,5,5,5,5,3,4,5,5,5,4,Very Satisfied
Male,23,First-time,Business,Economy,134,0,0,4,4,5,4,4,5,4,3,4,4,4,4,4,4,Satisfied
Female,39,Returning,Business,Business,3983,0,0,4,4,4,4,4,5,5,5,3,2,5,4,5,5,Satisfied
Female,46,Returning,Business,Business,3437,58,53,5,5,5,4,5,5,4,5,3,5,5,5,5,5,Very Satisfied
Male,57,Returning,Business,Business,2298,9,10,5,5,3,4,5,5,5,5,5,5,5,5,5,5,Very Satisfied
Male,34,First-time,Business,Business,312,0,0,2,2,4,2,3,5,2,3,2,2,4,2,2,4,Neutral
Male,53,Returning,Business,Business,3460,0,0,1,1,5,4,1,4,4,4,3,4,4,1,4,4,Neutral
Male,30,Returning,Business,Business,3904,0,0,5,5,5,3,5,3,3,4,3,3,4,5,3,5,Satisfied
Female,59,First-time,Business,Business,134,13,14,4,4,4,4,1,5,3,2,3,3,4,4,3,4,Neutral
Male,50,Returning,Business,Business,309,0,10,5,5,5,5,5,4,5,4,4,3,4,5,4,4,Satisfied
